index,abs_error_float,abs_error_lsb
1049,0.00287972,0.737208
1050,0.00064052,0.163973
1051,0.00181201,0.463874
1052,0.00090466,0.231594
1053,0.00144928,0.371015
1054,0.00240893,0.616687
1055,0.00178901,0.457988
1056,0.00189091,0.484072
1057,0.00077265,0.197798
1058,0.00308309,0.789272
1059,0.00052803,0.135176
1060,0.00099226,0.254018
1061,0.00225965,0.578470
1062,0.00031761,0.081307
1063,0.00033432,0.085586
1064,0.00103154,0.264074
1065,0.00016136,0.041308
1066,0.00177822,0.455224
1067,0.00124240,0.318054
1068,0.00220372,0.564153
1069,0.00031244,0.079985
1070,0.00028000,0.071681
1071,0.00002611,0.006685
1072,0.00080416,0.205866
1073,0.00181277,0.464068
1074,0.00141999,0.363518
1075,0.00123291,0.315625
1076,0.00123545,0.316275
1077,0.00119986,0.307164
1078,0.00322750,0.826239
1079,0.00010003,0.025608
1080,0.00101682,0.260306
1081,0.00079978,0.204744
1082,0.00007907,0.020241
1083,0.00083301,0.213250
1084,0.00154832,0.396371
1085,0.00103215,0.264229
1086,0.00126322,0.323383
1087,0.00221962,0.568223
1088,0.00005655,0.014477
1089,0.00099488,0.254689
1090,0.00238170,0.609714
1091,0.00244081,0.624847
1092,0.00286546,0.733557
1093,0.00060318,0.154413
1094,0.00394709,1.010454
1095,0.00137157,0.351122
1096,0.00008523,0.021819
1097,0.00121496,0.311029
1098,0.00211445,0.541298
1099,0.00042550,0.108928
1100,0.00017873,0.045754
1101,0.00046463,0.118944
1102,0.00016994,0.043504
1103,0.00090187,0.230879
1104,0.00352236,0.901723
1105,0.00157235,0.402521
1106,0.00003988,0.010209
1107,0.00196432,0.502866
1108,0.00008480,0.021708
1109,0.00002123,0.005435
1110,0.00146034,0.373847
1111,0.00077668,0.198829
1112,0.00000800,0.002047
1113,0.00265529,0.679753
1114,0.00054130,0.138573
1115,0.00151137,0.386911
1116,0.00152906,0.391439
1117,0.00150521,0.385333
1118,0.00200515,0.513318
1119,0.00236340,0.605031
1120,0.00177973,0.455610
1121,0.00057280,0.146636
1122,0.00251396,0.643573
1123,0.00021777,0.055749
1124,0.00073634,0.188503
1125,0.00196661,0.503453
1126,0.00026977,0.069062
1127,0.00045377,0.116164
1128,0.00079874,0.204477
1129,0.00003385,0.008666
1130,0.00137561,0.352157
1131,0.00141057,0.361106
1132,0.00298744,0.764784
1133,0.00110074,0.281788
1134,0.00055300,0.141568
1135,0.00067891,0.173800
1136,0.00140566,0.359849
1137,0.00189979,0.486347
1138,0.00111116,0.284458
1139,0.00167117,0.427819
1140,0.00179396,0.459253
1141,0.00093270,0.238771
1142,0.00252667,0.646828
1143,0.00026993,0.069101
1144,0.00083913,0.214816
1145,0.00043514,0.111396
1146,0.00007989,0.020452
1147,0.00082932,0.212305
1148,0.00186407,0.477203
1149,0.00145619,0.372786
1150,0.00088563,0.226722
1151,0.00241490,0.618215
1152,0.00012355,0.031628
1153,0.00095346,0.244085
1154,0.00223414,0.571940
1155,0.00266684,0.682710
1156,0.00246639,0.631395
1157,0.00065346,0.167287
1158,0.00402229,1.029707
1159,0.00115704,0.296201
1160,0.00019138,0.048994
1161,0.00072542,0.185707
1162,0.00224016,0.573481
1163,0.00046023,0.117818
1164,0.00054754,0.140171
1165,0.00048859,0.125080
1166,0.00021768,0.055727
1167,0.00083233,0.213077
1168,0.00363653,0.930952
1169,0.00110133,0.281940
1170,0.00015709,0.040216
1171,0.00171254,0.438410
1172,0.00011903,0.030470
1173,0.00010469,0.026800
1174,0.00146611,0.375325
1175,0.00048761,0.124828
1176,0.00011643,0.029806
1177,0.00220055,0.563340
1178,0.00038161,0.097693
1179,0.00178703,0.457479
1180,0.00126094,0.322802
1181,0.00152284,0.389847
1182,0.00201033,0.514645
1183,0.00180558,0.462228
1184,0.00139135,0.356184
1185,0.00076976,0.197059
1186,0.00274885,0.703707
1187,0.00046476,0.118977
1188,0.00081822,0.209465
1189,0.00203941,0.522089
1190,0.00012058,0.030868
1191,0.00023561,0.060315
1192,0.00087503,0.224008
1193,0.00012466,0.031912
1194,0.00169121,0.432951
1195,0.00127674,0.326845
1196,0.00287518,0.736046
1197,0.00071245,0.182388
1198,0.00013124,0.033597
1199,0.00084704,0.216842
1200,0.00156691,0.401130
1201,0.00192396,0.492533
1202,0.00091539,0.234340
1203,0.00122651,0.313987
1204,0.00138401,0.354308
1205,0.00077453,0.198281
1206,0.00241987,0.619486
1207,0.00003652,0.009350
1208,0.00055555,0.142220
1209,0.00023823,0.060987
1210,0.00017511,0.044827
1211,0.00090007,0.230418
1212,0.00151084,0.386776
1213,0.00166170,0.425396
1214,0.00161556,0.413582
1215,0.00241362,0.617888
1216,0.00039850,0.102016
1217,0.00107118,0.274223
1218,0.00254928,0.652615
1219,0.00258585,0.661978
1220,0.00265291,0.679144
1221,0.00009907,0.025363
1222,0.00354090,0.906470
1223,0.00186544,0.477553
1224,0.00026723,0.068411
1225,0.00087890,0.225000
1226,0.00218739,0.559972
1227,0.00087114,0.223013
1228,0.00030654,0.078474
1229,0.00012217,0.031276
1230,0.00000312,0.000800
1231,0.00056180,0.143822
1232,0.00355946,0.911221
1233,0.00115230,0.294990
1234,0.00001497,0.003833
1235,0.00157725,0.403775
1236,0.00013176,0.033730
1237,0.00021782,0.055762
1238,0.00150830,0.386124
1239,0.00088747,0.227192
1240,0.00033935,0.086874
1241,0.00268282,0.686801
1242,0.00059608,0.152597
1243,0.00176909,0.452886
1244,0.00134567,0.344492
1245,0.00160763,0.411553
1246,0.00190703,0.488200
1247,0.00180999,0.463356
1248,0.00184984,0.473560
1249,0.00088932,0.227667
1250,0.00294760,0.754586
1251,0.00063555,0.162700
1252,0.00115977,0.296900
1253,0.00177997,0.455673
1254,0.00008818,0.022574
1255,0.00063679,0.163018
1256,0.00116952,0.299396
1257,0.00004520,0.011571
1258,0.00205714,0.526627
1259,0.00102728,0.262985
1260,0.00271137,0.694110
1261,0.00050254,0.128650
1262,0.00081604,0.208905
1263,0.00030713,0.078625
1264,0.00118976,0.304580
1265,0.00210044,0.537714
1266,0.00128819,0.329775
1267,0.00113921,0.291638
1268,0.00126981,0.325070
1269,0.00121216,0.310314
1270,0.00285472,0.730807
1271,0.00026869,0.068785
1272,0.00103335,0.264539
1273,0.00062003,0.158728
1274,0.00008344,0.021362
1275,0.00088935,0.227673
1276,0.00134357,0.343954
1277,0.00122290,0.313063
1278,0.00129433,0.331349
1279,0.00230883,0.591061
1280,0.00004387,0.011230
1281,0.00105399,0.269820
1282,0.00253604,0.649227
1283,0.00222841,0.570472
1284,0.00269327,0.689477
1285,0.00003383,0.008661
1286,0.00335893,0.859887
1287,0.00158391,0.405480
1288,0.00001236,0.003164
1289,0.00089802,0.229893
1290,0.00218445,0.559219
1291,0.00042459,0.108696
1292,0.00000070,0.000179
1293,0.00021133,0.054100
1294,0.00035542,0.090988
1295,0.00079036,0.202331
1296,0.00359151,0.919426
1297,0.00132373,0.338876
1298,0.00031718,0.081198
1299,0.00169977,0.435141
1300,0.00020717,0.053036
1301,0.00016144,0.041328
1302,0.00112082,0.286930
1303,0.00083274,0.213183
1304,0.00027940,0.071527
1305,0.00240645,0.616050
1306,0.00024710,0.063258
1307,0.00168756,0.432016
1308,0.00174431,0.446543
1309,0.00156515,0.400678
1310,0.00183901,0.470785
1311,0.00228658,0.585364
1312,0.00167128,0.427848
1313,0.00070234,0.179799
1314,0.00279990,0.716774
1315,0.00016372,0.041912
1316,0.00102270,0.261810
1317,0.00170094,0.435442
1318,0.00032805,0.083981
1319,0.00055435,0.141913
1320,0.00091465,0.234151
1321,0.00010585,0.027098
1322,0.00139680,0.357580
1323,0.00126964,0.325028
1324,0.00266870,0.683187
1325,0.00088118,0.225581
1326,0.00059929,0.153417
1327,0.00031936,0.081755
1328,0.00108306,0.277264
1329,0.00202398,0.518138
1330,0.00147795,0.378355
1331,0.00143690,0.367846
1332,0.00185395,0.474612
1333,0.00119404,0.305673
1334,0.00274143,0.701806
1335,0.00035155,0.089996
1336,0.00092541,0.236905
1337,0.00042532,0.108881
1338,0.00019956,0.051088
1339,0.00084737,0.216928
1340,0.00150882,0.386259
1341,0.00147622,0.377911
1342,0.00093940,0.240487
1343,0.00258074,0.660671
1344,0.00018740,0.047974
1345,0.00102578,0.262600
1346,0.00238749,0.611198
1347,0.00238011,0.609309
1348,0.00288165,0.737703
1349,0.00042008,0.107539
1350,0.00404896,1.036534
1351,0.00147217,0.376876
1352,0.00026025,0.066625
1353,0.00112364,0.287652
1354,0.00207920,0.532276
1355,0.00083766,0.214440
1356,0.00032371,0.082869
1357,0.00049601,0.126977
1358,0.00028507,0.072979
1359,0.00059251,0.151684
1360,0.00364777,0.933829
1361,0.00120329,0.308041
1362,0.00004357,0.011155
1363,0.00159974,0.409533
1364,0.00008972,0.022968
1365,0.00022393,0.057327
1366,0.00125283,0.320724
1367,0.00088612,0.226846
1368,0.00032948,0.084346
1369,0.00294077,0.752836
1370,0.00027810,0.071194
1371,0.00156842,0.401515
1372,0.00109724,0.280892
1373,0.00153104,0.391947
1374,0.00188926,0.483651
1375,0.00206808,0.529428
1376,0.00172205,0.440846
1377,0.00086025,0.220223
1378,0.00281483,0.720596
1379,0.00084373,0.215994
1380,0.00115173,0.294842
1381,0.00204464,0.523428
1382,0.00013004,0.033289
1383,0.00027870,0.071347
1384,0.00110942,0.284011
1385,0.00026456,0.067727
1386,0.00165378,0.423368
1387,0.00118639,0.303716
1388,0.00265850,0.680576
1389,0.00078566,0.201128
1390,0.00046176,0.118210
1391,0.00068236,0.174685
1392,0.00118582,0.303571
1393,0.00196560,0.503195
1394,0.00136676,0.349890
1395,0.00146878,0.376007
1396,0.00138764,0.355237
1397,0.00104536,0.267612
1398,0.00274844,0.703601
1399,0.00003839,0.009829
1400,0.00091800,0.235009
1401,0.00058662,0.150175
1402,0.00025041,0.064104
1403,0.00123308,0.315670
1404,0.00153335,0.392536
1405,0.00128185,0.328154
1406,0.00151733,0.388436
1407,0.00241920,0.619316
1408,0.00018373,0.047035
1409,0.00111301,0.284931
1410,0.00271693,0.695535
1411,0.00254768,0.652206
1412,0.00305693,0.782574
1413,0.00062279,0.159433
1414,0.00386343,0.989038
1415,0.00132844,0.340080
1416,0.00002639,0.006756
1417,0.00114188,0.292321
1418,0.00228211,0.584220
1419,0.00097789,0.250340
1420,0.00038843,0.099439
1421,0.00026170,0.066995
1422,0.00022618,0.057903
1423,0.00059971,0.153527
1424,0.00355582,0.910290
1425,0.00131008,0.335380
1426,0.00002917,0.007466
1427,0.00180920,0.463155
1428,0.00027468,0.070317
1429,0.00001224,0.003132
1430,0.00106972,0.273849
1431,0.00069089,0.176869
1432,0.00030739,0.078691
1433,0.00293249,0.750718
1434,0.00032963,0.084386
1435,0.00183755,0.470414
1436,0.00156634,0.400983
1437,0.00167051,0.427652
1438,0.00212477,0.543940
1439,0.00187040,0.478823
1440,0.00164855,0.422029
1441,0.00087643,0.224367
1442,0.00284188,0.727521
1443,0.00079318,0.203054
1444,0.00091852,0.235141
1445,0.00184485,0.472280
1446,0.00024791,0.063466
1447,0.00014723,0.037691
1448,0.00105870,0.271027
1449,0.00010462,0.026783
1450,0.00171512,0.439072
1451,0.00110710,0.283419
1452,0.00308829,0.790603
1453,0.00076673,0.196283
1454,0.00064662,0.165535
1455,0.00045397,0.116217
1456,0.00120847,0.309368
1457,0.00191963,0.491425
1458,0.00147145,0.376692
1459,0.00185079,0.473803
1460,0.00127326,0.325956
1461,0.00111517,0.285483
1462,0.00272455,0.697484
1463,0.00015850,0.040577
1464,0.00102073,0.261306
1465,0.00061671,0.157878
1466,0.00027676,0.070851
1467,0.00111295,0.284916
1468,0.00152291,0.389866
1469,0.00118387,0.303071
1470,0.00129714,0.332067
1471,0.00214893,0.550125
1472,0.00025887,0.066272
1473,0.00145199,0.371710
1474,0.00223841,0.573032
1475,0.00222570,0.569780
1476,0.00281193,0.719854
1477,0.00006105,0.015629
1478,0.00348540,0.892263
1479,0.00156738,0.401248
1480,0.00075562,0.193440
1481,0.00100280,0.256718
1482,0.00218274,0.558781
1483,0.00097301,0.249092
1484,0.00050575,0.129473
1485,0.00057215,0.146471
1486,0.00021755,0.055692
1487,0.00104596,0.267765
1488,0.00364979,0.934346
1489,0.00094005,0.240652
1490,0.00005546,0.014198
1491,0.00146000,0.373760
1492,0.00021163,0.054177
1493,0.00026247,0.067193
1494,0.00127489,0.326372
1495,0.00093263,0.238752
1496,0.00011485,0.029402
1497,0.00250266,0.640681
1498,0.00045588,0.116706
1499,0.00163640,0.418919
1500,0.00123447,0.316023
1501,0.00179127,0.458565
1502,0.00176235,0.451163
1503,0.00197706,0.506128
1504,0.00179341,0.459113
1505,0.00080007,0.204817
1506,0.00295419,0.756272
1507,0.00061987,0.158687
1508,0.00114569,0.293295
1509,0.00206461,0.528540
1510,0.00009490,0.024294
1511,0.00025674,0.065726
1512,0.00122495,0.313588
1513,0.00012776,0.032706
1514,0.00161516,0.413481
1515,0.00127476,0.326339
1516,0.00226635,0.580186
1517,0.00056394,0.144367
1518,0.00032858,0.084116
1519,0.00016906,0.043278
1520,0.00097669,0.250034
1521,0.00188657,0.482961
1522,0.00089937,0.230240
1523,0.00141587,0.362462
1524,0.00134955,0.345485
1525,0.00116695,0.298738
1526,0.00327810,0.839195
1527,0.00000021,0.000054
1528,0.00093176,0.238530
1529,0.00080962,0.207263
1530,0.00011640,0.029798
1531,0.00086400,0.221183
1532,0.00091716,0.234794
1533,0.00139903,0.358152
1534,0.00117532,0.300882
1535,0.00244449,0.625790
1536,0.00016841,0.043114
1537,0.00082386,0.210907
1538,0.00204191,0.522730
1539,0.00231980,0.593868
1540,0.00231124,0.591676
1541,0.00067131,0.171856
1542,0.00416757,1.066897
1543,0.00115027,0.294468
1544,0.00027675,0.070849
1545,0.00103477,0.264902
1546,0.00198546,0.508277
1547,0.00063460,0.162456
1548,0.00011280,0.028877
1549,0.00074650,0.191103
1550,0.00006043,0.015471
1551,0.00059378,0.152006
1552,0.00364563,0.933281
1553,0.00146358,0.374677
1554,0.00009791,0.025065
1555,0.00178012,0.455710
1556,0.00001241,0.003178
1557,0.00014775,0.037825
1558,0.00167186,0.427995
1559,0.00082082,0.210129
1560,0.00021515,0.055077
1561,0.00263217,0.673836
1562,0.00043719,0.111921
1563,0.00168714,0.431907
1564,0.00105953,0.271240
1565,0.00156547,0.400761
1566,0.00220507,0.564497
1567,0.00195295,0.499956
1568,0.00154610,0.395803
1569,0.00044971,0.115125
1570,0.00231583,0.592853
1571,0.00053985,0.138202
1572,0.00073646,0.188533
1573,0.00189877,0.486085
1574,0.00020876,0.053441
1575,0.00055541,0.142185
1576,0.00065819,0.168497
1577,0.00003948,0.010108
1578,0.00146571,0.375222
1579,0.00144282,0.369363
1580,0.00264380,0.676813
1581,0.00087756,0.224654
1582,0.00011705,0.029965
1583,0.00062039,0.158819
1584,0.00118318,0.302895
1585,0.00196905,0.504077
1586,0.00097804,0.250379
1587,0.00135000,0.345601
1588,0.00148889,0.381156
1589,0.00081860,0.209560
1590,0.00235495,0.602868
1591,0.00011310,0.028955
1592,0.00066407,0.170003
1593,0.00062952,0.161158
1594,0.00028042,0.071788
1595,0.00108734,0.278360
1596,0.00212046,0.542837
1597,0.00135539,0.346980
1598,0.00171242,0.438379
1599,0.00227261,0.581788
1600,0.00011667,0.029867
1601,0.00122454,0.313481
1602,0.00218238,0.558689
1603,0.00263602,0.674820
1604,0.00298960,0.765337
1605,0.00054286,0.138971
1606,0.00403425,1.032767
1607,0.00137733,0.352596
1608,0.00004490,0.011495
1609,0.00125499,0.321278
1610,0.00204100,0.522495
1611,0.00088130,0.225614
1612,0.00067061,0.171677
1613,0.00080278,0.205511
1614,0.00005555,0.014220
1615,0.00098653,0.252552
1616,0.00369715,0.946471
1617,0.00138200,0.353792
1618,0.00003537,0.009054
1619,0.00179753,0.460166
1620,0.00003805,0.009742
1621,0.00027028,0.069193
1622,0.00116077,0.297158
1623,0.00073791,0.188906
1624,0.00021254,0.054411
1625,0.00277635,0.710745
1626,0.00048874,0.125118
1627,0.00146440,0.374885
1628,0.00114459,0.293015
1629,0.00173513,0.444193
1630,0.00190761,0.488348
1631,0.00201303,0.515335
1632,0.00158152,0.404870
1633,0.00065116,0.166696
1634,0.00254875,0.652480
1635,0.00057520,0.147251
1636,0.00094774,0.242622
1637,0.00203002,0.519685
1638,0.00013108,0.033557
1639,0.00022336,0.057181
1640,0.00096428,0.246857
1641,0.00011949,0.030589
1642,0.00155238,0.397409
1643,0.00128001,0.327683
1644,0.00281125,0.719679
1645,0.00092782,0.237523
1646,0.00044041,0.112746
1647,0.00079362,0.203166
1648,0.00130403,0.333833
1649,0.00192384,0.492502
1650,0.00094040,0.240743
1651,0.00182507,0.467218
1652,0.00134086,0.343260
1653,0.00098371,0.251830
1654,0.00264051,0.675972
1655,0.00014489,0.037091
1656,0.00085470,0.218802
1657,0.00077653,0.198791
1658,0.00020530,0.052557
1659,0.00106705,0.273166
1660,0.00150952,0.386437
1661,0.00149956,0.383887
1662,0.00138047,0.353401
1663,0.00238699,0.611070
1664,0.00036406,0.093200
1665,0.00066594,0.170481
1666,0.00235455,0.602765
1667,0.00247148,0.632699
1668,0.00277960,0.711578
1669,0.00045836,0.117339
1670,0.00401182,1.027026
1671,0.00123260,0.315546
1672,0.00022851,0.058498
1673,0.00101524,0.259901
1674,0.00233945,0.598899
1675,0.00083601,0.214019
1676,0.00004973,0.012732
1677,0.00027056,0.069264
1678,0.00021837,0.055902
1679,0.00074824,0.191549
1680,0.00368281,0.942799
1681,0.00144343,0.369517
1682,0.00008114,0.020771
1683,0.00194028,0.496712
1684,0.00005405,0.013836
1685,0.00015746,0.040311
1686,0.00141696,0.362743
1687,0.00051196,0.131062
1688,0.00008427,0.021573
1689,0.00263476,0.674499
1690,0.00030445,0.077940
1691,0.00154985,0.396761
1692,0.00186572,0.477625
1693,0.00142320,0.364340
1694,0.00205474,0.526014
1695,0.00190191,0.486888
1696,0.00176724,0.452415
1697,0.00083892,0.214765
1698,0.00293516,0.751402
1699,0.00063197,0.161784
1700,0.00099413,0.254497
1701,0.00179240,0.458854
1702,0.00045009,0.115223
1703,0.00024772,0.063417
1704,0.00069354,0.177548
1705,0.00000093,0.000239
1706,0.00176878,0.452809
1707,0.00134269,0.343730
1708,0.00288461,0.738461
1709,0.00068823,0.176188
1710,0.00025531,0.065359
1711,0.00057848,0.148090
1712,0.00128547,0.329079
1713,0.00238858,0.611477
1714,0.00133183,0.340949
1715,0.00163778,0.419271
1716,0.00134814,0.345125
1717,0.00097649,0.249983
1718,0.00275901,0.706306
1719,0.00014336,0.036701
1720,0.00085168,0.218030
1721,0.00021576,0.055236
1722,0.00000962,0.002463
1723,0.00069067,0.176812
1724,0.00168661,0.431771
1725,0.00137606,0.352270
1726,0.00149483,0.382676
1727,0.00223176,0.571332
1728,0.00000109,0.000280
1729,0.00106457,0.272529
1730,0.00249678,0.639176
1731,0.00230290,0.589542
1732,0.00260219,0.666161
1733,0.00035154,0.089995
1734,0.00366407,0.938001
1735,0.00134238,0.343649
1736,0.00024425,0.062529
1737,0.00092557,0.236945
1738,0.00212488,0.543970
1739,0.00058764,0.150435
1740,0.00056144,0.143728
1741,0.00052772,0.135096
1742,0.00018962,0.048542
1743,0.00063351,0.162179
1744,0.00344673,0.882363
1745,0.00117831,0.301648
1746,0.00014351,0.036738
1747,0.00155269,0.397488
1748,0.00018759,0.048022
1749,0.00025267,0.064682
1750,0.00100802,0.258054
1751,0.00072767,0.186283
1752,0.00047347,0.121208
1753,0.00259518,0.664367
1754,0.00040742,0.104299
1755,0.00153924,0.394046
1756,0.00111907,0.286481
1757,0.00135170,0.346035
1758,0.00209990,0.537574
1759,0.00199972,0.511927
1760,0.00158236,0.405083
1761,0.00070124,0.179519
1762,0.00274825,0.703553
1763,0.00038426,0.098370
1764,0.00070651,0.180867
1765,0.00202787,0.519135
1766,0.00002508,0.006421
1767,0.00047120,0.120628
1768,0.00099232,0.254034
1769,0.00013538,0.034658
1770,0.00134326,0.343875
1771,0.00096851,0.247939
1772,0.00260395,0.666612
1773,0.00089231,0.228432
1774,0.00050332,0.128849
1775,0.00038308,0.098067
1776,0.00128044,0.327793
1777,0.00156570,0.400819
1778,0.00145398,0.372220
1779,0.00137636,0.352348
1780,0.00160790,0.411623
1781,0.00124091,0.317674
1782,0.00239551,0.613250
1783,0.00030252,0.077445
1784,0.00101009,0.258583
1785,0.00059128,0.151368
1786,0.00023211,0.059421
1787,0.00127866,0.327336
1788,0.00137618,0.352301
1789,0.00121930,0.312142
1790,0.00116458,0.298133
1791,0.00268395,0.687091
1792,0.00016886,0.043228
1793,0.00112296,0.287478
1794,0.00245500,0.628480
1795,0.00251298,0.643323
1796,0.00248608,0.636436
1797,0.00048249,0.123517
1798,0.00388404,0.994313
1799,0.00191447,0.490104
1800,0.00046425,0.118849
1801,0.00086526,0.221505
1802,0.00206685,0.529114
1803,0.00033174,0.084925
1804,0.00052838,0.135266
1805,0.00071650,0.183425
1806,0.00044067,0.112811
1807,0.00117683,0.301269
1808,0.00390272,0.999096
1809,0.00080804,0.206859
1810,0.00043150,0.110463
1811,0.00189568,0.485295
1812,0.00001944,0.004976
1813,0.00049942,0.127853
1814,0.00181319,0.464176
1815,0.00106908,0.273683
1816,0.00030979,0.079307
1817,0.00216508,0.554260
1818,0.00054464,0.139428
1819,0.00169332,0.433491
1820,0.00123134,0.315222
1821,0.00145862,0.373405
1822,0.00168197,0.430584
1823,0.00228775,0.585663
1824,0.00167190,0.428006
1825,0.00053746,0.137591
1826,0.00294652,0.754309
1827,0.00090470,0.231604
1828,0.00081929,0.209739
1829,0.00201055,0.514700
1830,0.00041516,0.106280
1831,0.00076337,0.195423
1832,0.00088872,0.227513
1833,0.00005598,0.014331
1834,0.00182527,0.467270
1835,0.00147085,0.376538
1836,0.00222013,0.568354
1837,0.00056117,0.143659
1838,0.00026077,0.066758
1839,0.00024555,0.062860
1840,0.00157187,0.402399
1841,0.00144098,0.368891
1842,0.00138008,0.353301
1843,0.00134436,0.344156
1844,0.00200011,0.512029
1845,0.00092373,0.236474
1846,0.00256753,0.657287
1847,0.00009430,0.024140
1848,0.00073470,0.188082
1849,0.00056259,0.144023
1850,0.00009741,0.024938
1851,0.00083718,0.214317
1852,0.00129162,0.330654
1853,0.00149978,0.383944
1854,0.00100014,0.256037
1855,0.00300566,0.769449
1856,0.00049950,0.127871
1857,0.00113717,0.291116
1858,0.00257041,0.658025
1859,0.00233907,0.598802
1860,0.00227970,0.583603
1861,0.00037272,0.095417
1862,0.00373203,0.955399
1863,0.00166967,0.427435
1864,0.00039236,0.100444
1865,0.00108656,0.278159
1866,0.00227061,0.581275
1867,0.00065111,0.166683
1868,0.00026964,0.069027
1869,0.00051179,0.131018
1870,0.00027368,0.070063
1871,0.00077464,0.198307
1872,0.00387165,0.991142
1873,0.00098606,0.252430
1874,0.00030047,0.076921
1875,0.00178307,0.456467
1876,0.00012943,0.033134
1877,0.00037563,0.096162
1878,0.00187697,0.480504
1879,0.00097635,0.249947
1880,0.00008532,0.021843
1881,0.00266256,0.681615
1882,0.00063659,0.162968
1883,0.00185613,0.475170
1884,0.00128005,0.327692
1885,0.00147352,0.377220
1886,0.00208152,0.532870
1887,0.00179503,0.459529
1888,0.00179000,0.458240
1889,0.00057385,0.146907
1890,0.00284741,0.728936
1891,0.00062765,0.160679
1892,0.00089731,0.229712
1893,0.00204645,0.523892
1894,0.00017369,0.044464
1895,0.00070494,0.180463
1896,0.00100640,0.257637
1897,0.00015743,0.040303
1898,0.00176797,0.452600
1899,0.00142041,0.363625
1900,0.00235126,0.601922
1901,0.00037684,0.096471
1902,0.00023220,0.059444
1903,0.00017710,0.045338
1904,0.00105750,0.270721
1905,0.00171094,0.437999
1906,0.00132964,0.340387
1907,0.00115599,0.295934
1908,0.00159255,0.407693
1909,0.00101290,0.259301
1910,0.00286577,0.733638
1911,0.00010690,0.027366
1912,0.00068644,0.175730
1913,0.00061506,0.157456
1914,0.00008476,0.021699
1915,0.00094301,0.241411
1916,0.00144283,0.369365
1917,0.00129357,0.331153
1918,0.00112335,0.287578
1919,0.00255276,0.653507
1920,0.00015473,0.039610
1921,0.00109993,0.281583
1922,0.00225096,0.576246
1923,0.00237270,0.607411
1924,0.00292011,0.747547
1925,0.00047532,0.121681
1926,0.00394582,1.010131
1927,0.00161955,0.414604
1928,0.00014795,0.037875
1929,0.00116458,0.298132
1930,0.00207652,0.531590
1931,0.00090467,0.231595
1932,0.00037411,0.095771
1933,0.00077978,0.199625
1934,0.00000619,0.001585
1935,0.00080998,0.207356
1936,0.00371150,0.950145
1937,0.00106360,0.272281
1938,0.00012066,0.030888
1939,0.00177241,0.453736
1940,0.00016215,0.041509
1941,0.00035078,0.089800
1942,0.00129014,0.330277
1943,0.00098965,0.253351
1944,0.00002236,0.005724
1945,0.00280621,0.718390
1946,0.00040493,0.103662
1947,0.00160693,0.411375
1948,0.00127772,0.327097
1949,0.00164210,0.420379
1950,0.00195215,0.499751
1951,0.00187024,0.478780
1952,0.00180487,0.462048
1953,0.00077807,0.199185
1954,0.00273071,0.699063
1955,0.00107844,0.276080
1956,0.00096631,0.247375
1957,0.00190739,0.488291
1958,0.00002717,0.006957
1959,0.00045907,0.117522
1960,0.00084045,0.215155
1961,0.00004328,0.011080
1962,0.00170635,0.436826
1963,0.00121728,0.311624
1964,0.00262571,0.672181
1965,0.00061730,0.158028
1966,0.00023367,0.059820
1967,0.00039408,0.100885
1968,0.00108066,0.276650
1969,0.00205880,0.527052
1970,0.00135973,0.348092
1971,0.00127510,0.326425
1972,0.00157189,0.402404
1973,0.00120675,0.308929
1974,0.00286450,0.733312
1975,0.00012523,0.032058
1976,0.00087903,0.225030
1977,0.00062115,0.159013
1978,0.00013664,0.034980
1979,0.00076298,0.195322
1980,0.00136841,0.350313
1981,0.00119506,0.305935
1982,0.00125553,0.321416
1983,0.00240616,0.615976
1984,0.00052938,0.135522
1985,0.00130737,0.334687
1986,0.00256561,0.656797
1987,0.00265716,0.680233
1988,0.00301605,0.772108
1989,0.00040867,0.104618
1990,0.00362435,0.927834
1991,0.00172393,0.441327
1992,0.00048942,0.125291
1993,0.00113430,0.290381
1994,0.00208307,0.533267
1995,0.00086233,0.220756
1996,0.00064942,0.166253
1997,0.00041874,0.107199
1998,0.00000290,0.000743
1999,0.00085183,0.218069
2000,0.00380872,0.975033
2001,0.00109091,0.279272
2002,0.00029361,0.075165
2003,0.00195922,0.501560
2004,0.00008493,0.021743
2005,0.00017132,0.043859
2006,0.00149086,0.381660
2007,0.00100822,0.258104
2008,0.00004842,0.012396
2009,0.00271684,0.695510
2010,0.00022906,0.058639
2011,0.00160942,0.412011
2012,0.00174836,0.447581
2013,0.00147385,0.377307
2014,0.00174705,0.447245
2015,0.00232429,0.595018
2016,0.00167334,0.428375
2017,0.00088222,0.225847
2018,0.00279239,0.714852
2019,0.00096363,0.246690
2020,0.00124855,0.319628
2021,0.00187077,0.478918
2022,0.00041285,0.105690
2023,0.00089889,0.230117
2024,0.00123256,0.315535
2025,0.00028611,0.073245
2026,0.00201543,0.515949
2027,0.00116351,0.297857
2028,0.00268450,0.687231
2029,0.00080186,0.205275
2030,0.00073315,0.187688
2031,0.00046338,0.118626
2032,0.00140370,0.359348
2033,0.00211522,0.541497
2034,0.00160062,0.409759
2035,0.00157761,0.403867
2036,0.00140791,0.360424
2037,0.00113228,0.289865
2038,0.00277453,0.710278
2039,0.00004493,0.011501
2040,0.00069632,0.178259
2041,0.00046772,0.119735
2042,0.00008485,0.021721
2043,0.00076647,0.196217
2044,0.00151801,0.388611
2045,0.00146245,0.374388
2046,0.00150947,0.386425
